message,label
will purchase stuff today and mail to you do you have po box number,ham
you can jot down things you want to remember later,ham
two teams waiting for some players,ham
free for 1st week no1 nokia tone ur mob every week just txt nokia to 8007 get txting and tell ur mates wwwgetzedcouk pobox 36504 w45wq norm150ptone 16,spam
kkhow much does it cost,ham
carlos took while again we leave in minute,ham
neva tell me how noe im not at home in da aft wat,ham
pls go ahead with watts just wanted to be sure do have great weekend abiola,ham
all best ur exam later,ham
aight ill get on fb in couple minutes,ham
the length is same but top shorter got fringe now thk im not going liao too lazy dun wan distract also,ham
hey missed you tm of last night as my phone was on the charge smiles am meeting friend shortly,ham
says that hes quitting at least5times day so wudnt take much notice of that nah she didnt mind are you gon na see him again do you want to come to taunton tonight can tell me all about,ham
private your 2003 account statement for shows 800 unredeemed points call 08719899230 identifier code 41685 expires 071104,spam
aight we can pick some up you open before tonight,ham
think could stop by in like an hour or so my roommates looking to stock up for trip,ham
did find out what time the bus is at coz need to sort some stuff out,ham
alright babe justthought id sayhey how doinnearly the endof me wk offdam nevamindwe will have 2hook up sn if uwant m8 lovejen,ham
want to sent ltgt mesages today thats sorry if hurts,ham
wat time liao where still got,ham
private your 2003 account statement for 07808247860 shows 800 unredeemed points call 08719899229 identifier code 40411 expires 061104,spam
thank,ham
youll never believe this but have actually got off at taunton wow,ham
love you aathilove lot,ham
we tried to contact you re your response to our offer of new nokia fone and camcorder hit reply or call 08000930705 for delivery,spam
good stuff will do,ham
rofl its true to its name,ham
just looked it up and addie goes back monday sucks to be her,ham
oh ok wait me there my lect havent finish,ham
have you always been saying welp,ham
yo sorry was in the shower sup,ham
yeah thats fine its to get in is that ok,ham
so lets make it saturday or monday as per convenience,ham
im there and can see you but you cant see me maybe you should reboot ym seen the buzz,ham
ding me on ya break fassyole blacko from londn,ham
its hard to believe things like this all can say lie but think twice before saying anything to me,ham
thk of wat to eat tonight,ham
sorryin meeting ill call later,ham
yes princess toledo,ham
dont want to hear philosophy just say what happen,ham
1appledayno doctor 1tulsi leafdayno cancer 1lemondayno fat 1cup milkdayno bone problms litres watrdayno diseases snd ths whom care,ham
love ya too but try and budget your money better babe gary would freak on me if he knew,ham
oh ki think most of wi and nz players unsold,ham
do noe if ben is going,ham
which is weird because know had it at one point,ham
xclusiveclubsaisai 2morow 285 soiree speciale zouk with nichols from parisfree roses all ladies info 0794674629107880867867,spam
urgent we are trying to contact todays draw shows that you have won 2000 prize guaranteed call 09066358361 from land line claim y87 valid 12hrs only,spam
ok so april cant wait,ham
ho ho big belly laugh see ya tomo,ham
someone know has asked our dating service contact you cant guess who call 09058097189 now all will be revealed pobox ls15hb 150p,spam
jays getting really impatient and belligerent,ham
small problem in auctionpunj now asking tiwary,ham
lol ok ill snatch her purse too,ham
gods love has no limit gods grace has no measure gods power has no boundaries may have gods endless blessings always in ur life gud ni8,ham
dude got haircut now its breezy up there,ham
lol or could just starve and lose pound by the end of the day,ham
yeshe have good crickiting mind,ham
hey morning what you come to ask pa,ham
im done just studyn in library,ham
be happy there will come after noon,ham
alright im outhave good night,ham
summers finally here fancy chat or flirt with sexy singles in yr area to get matched up just reply summer now free join optout txt stop help08714742804,spam
okmail dear dave this is your final notice to collect your tenerife holiday or 5000 cash award call 09061743806 from landline tcs sae box326 cw25wx 150ppm,spam
sent them do you like,ham
sad puppy noise,ham
cab is availablethey pick up and drop at door steps,ham
dad wanted to talk about the apartment so got late start omw now,ham
staff of placement training in amrita college,ham
private your 2003 account statement for 078,spam
am getting threats from your sales executive shifad as raised complaint against him its an official message,ham
hey tmr maybe can meet you at yck,ham
just dropped em off omw back now,ham
just wait till end of march when el nino gets himself oh,ham
ok lor im in town now lei,ham
the message sent is askin for ltgt dollars shoul pay ltgt or ltgt,ham
just got outta class gon na go gym,ham
nice line said by broken heart plz dont cum more times infront of me other wise once again ll trust good 9t,ham
am not interested to do like that,ham
we are okay going to sleep now later,ham
oh ya ya remember da,ham
all done all handed in celebrations in full swing yet,ham
phony 350 award todays voda numbers ending xxxx are selected to receive 350 award if you have match please call 08712300220 quoting claim code 3100 standard rates app,spam
block breaker now comes in deluxe format with new features and great graphics from tmobile buy for just by replying get bbdeluxe and take the challenge,spam
but mostly not like that,ham
al he does is moan at me if thin goes wrong its my faultal de arguments my faultfed up of him of himso bother hav 2go thanxxx,ham
ill see if can swing by in bit got some things to take care of here firsg,ham
my no in luton 0125698789 ring me if ur around,ham
new theory argument wins situation but loses the person so dont argue with ur friends just kick them amp say im always correct,ham
2p per min to call germany 08448350055 from your bt line just 2p per min check planettalkinstantcom for info ts cs text stop to opt out,spam
cant dont have her number,ham
only just got this message not ignoring you yes was shopping that is,ham
its cool we can last little while getting more any time soon,ham
im gon na rip out my uterus,ham
wot about on wed nite am then but only til,ham
hav almost reached call unable to connect,ham
aight text me when youre back at mu and ill swing by need somebody to get the door for me,ham
no problem with the renewal ill do it right away but dont know his details,ham
from to only my work timing,ham
aiya we discuss later lar pick up at is it,ham
hi harishs rent has been transfred to ur acnt,ham
at we will go ok na,ham
long time you remember me today,ham
hey what happen de are you alright,ham
until 545 lor ya can go dinner together,ham
naughty little thought its better to flirt flirt flirt rather than loving someone gettin hurt hurt hurt gud nyt,ham
ltgt am think should say on syllabus,ham
okay good no problem and thanx,ham
